s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 9.5143372E+001, 2.2144568E+003,-7.9175552E+002, 1.2789518E+000,-6.0308963E+002,-1.4393561E-001, 3.3549705E+002, 0.0000000E+000, 1.1650428E+003, 1.1562437E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3052345E+004
 9.5456726E+001, 2.1910756E+003,-7.9655848E+002, 1.2927851E+000,-6.0266814E+002,-1.4591609E-001, 3.2068557E+002, 0.0000000E+000, 1.1126429E+003, 1.1136814E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3132495E+004
 9.5713669E+001, 2.1872638E+003,-7.8549537E+002, 1.2953894E+000,-6.0484006E+002,-1.4579850E-001, 3.2415761E+002, 0.0000000E+000, 1.1241093E+003, 1.1222356E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3198949E+004
 9.6058357E+001, 2.2138328E+003,-7.8572094E+002, 1.2864437E+000,-6.0919740E+002,-1.4311457E-001, 3.2973952E+002, 0.0000000E+000, 1.1379764E+003, 1.1497973E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3289081E+004
 9.6334106E+001, 2.2961914E+003,-8.5775017E+002, 1.2740260E+000,-6.1609920E+002,-1.3769347E-001, 3.2932321E+002, 0.0000000E+000, 1.1590034E+003, 1.1528015E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3361749E+004
 9.6609856E+001, 2.3776678E+003,-9.3903823E+002, 1.2738154E+000,-6.2272403E+002,-1.3734219E-001, 3.2348712E+002, 0.0000000E+000, 1.1513170E+003, 1.1405292E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3433150E+004
 9.6933434E+001, 2.3978227E+003,-9.2731608E+002, 1.2895791E+000,-6.2663419E+002,-1.4035328E-001, 3.3281560E+002, 0.0000000E+000, 1.1589195E+003, 1.1778373E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3518194E+004
 9.7242950E+001, 2.3862314E+003,-8.7749304E+002, 1.2912086E+000,-6.2798336E+002,-1.4148170E-001, 3.5278609E+002, 0.0000000E+000, 1.2334775E+003, 1.2346908E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3604929E+004
 9.7511742E+001, 2.3630514E+003,-8.5251198E+002, 1.2829074E+000,-6.2601562E+002,-1.4275961E-001, 3.5865161E+002, 0.0000000E+000, 1.2442596E+003, 1.2443155E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3681895E+004
 9.7825150E+001, 2.2876143E+003,-8.1825050E+002, 1.2908860E+000,-6.2417812E+002,-1.4492909E-001, 3.4322546E+002, 0.0000000E+000, 1.2005047E+003, 1.1895571E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3768193E+004
 9.8150391E+001, 2.3069427E+003,-8.2149388E+002, 1.2967130E+000,-6.2542552E+002,-1.4623312E-001, 3.4598483E+002, 0.0000000E+000, 1.2013252E+003, 1.2071586E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3857577E+004
 9.8410583E+001, 2.3059301E+003,-8.3960611E+002, 1.2966947E+000,-6.2829740E+002,-1.4639700E-001, 3.4017233E+002, 0.0000000E+000, 1.1875475E+003, 1.1793493E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.3928360E+004
 9.8735817E+001, 2.2666696E+003,-8.2601967E+002, 1.3084840E+000,-6.3238273E+002,-1.4584339E-001, 3.2947076E+002, 0.0000000E+000, 1.1458617E+003, 1.1389006E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4014079E+004
 9.9061058E+001, 2.2389181E+003,-8.1602132E+002, 1.3104002E+000,-6.3633605E+002,-1.4492108E-001, 3.1887346E+002, 0.0000000E+000, 1.1058404E+003, 1.1065997E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4096878E+004
 9.9321243E+001, 2.2268517E+003,-8.3436305E+002, 1.2945836E+000,-6.3721681E+002,-1.4400970E-001, 3.0894319E+002, 0.0000000E+000, 1.0761299E+003, 1.0653656E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4161356E+004
 9.9646484E+001, 2.2577973E+003,-8.3692084E+002, 1.2779305E+000,-6.3753558E+002,-1.3976857E-001, 3.1288485E+002, 0.0000000E+000, 1.0828528E+003, 1.0973639E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4242015E+004
 9.9906677E+001, 2.3346393E+003,-8.9117105E+002, 1.2654164E+000,-6.3935385E+002,-1.3599067E-001, 3.1870535E+002, 0.0000000E+000, 1.1229666E+003, 1.1239492E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4308158E+004
 1.0025143E+002, 2.4961074E+003,-9.7658038E+002, 1.2537394E+000,-6.4264722E+002,-1.3543834E-001, 3.3923893E+002, 0.0000000E+000, 1.2049701E+003, 1.2172370E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4400801E+004
 1.0053764E+002, 2.6378046E+003,-1.0425941E+003, 1.2649113E+000,-6.4579202E+002,-1.3512531E-001, 3.6672715E+002, 0.0000000E+000, 1.2977783E+003, 1.3172754E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4483740E+004
 1.0081586E+002, 2.5914926E+003,-1.0249894E+003, 1.2601355E+000,-6.4783016E+002,-1.2953661E-001, 3.6165219E+002, 0.0000000E+000, 1.2841484E+003, 1.2814558E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4563642E+004
 1.0113371E+002, 2.4955131E+003,-8.9879233E+002, 1.3199719E+000,-6.4903124E+002,-1.4035714E-001, 3.8640976E+002, 0.0000000E+000, 1.3399120E+003, 1.3352789E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4661955E+004
 1.0145157E+002, 2.3030580E+003,-8.3197048E+002, 1.3120811E+000,-6.4992827E+002,-1.4400222E-001, 3.4210886E+002, 0.0000000E+000, 1.1877762E+003, 1.1644362E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4749613E+004
 1.0170585E+002, 2.2824650E+003,-8.1050702E+002, 1.3190545E+000,-6.5328185E+002,-1.4314628E-001, 3.3352905E+002, 0.0000000E+000, 1.1443185E+003, 1.1533811E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4816742E+004
 1.0202370E+002, 2.4991530E+003,-8.8752402E+002, 1.2638552E+000,-6.5994374E+002,-1.3748186E-001, 3.7375276E+002, 0.0000000E+000, 1.2998229E+003, 1.3265644E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.4910071E+004
 1.0234155E+002, 2.7814153E+003,-1.0673936E+003, 1.2869423E+000,-6.6771325E+002,-1.4428672E-001, 4.1703528E+002, 0.0000000E+000, 1.4746952E+003, 1.4644864E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5015845E+004
 1.0265940E+002, 2.4545226E+003,-9.6858477E+002, 1.2994283E+000,-6.6911764E+002,-1.4499091E-001, 3.3981787E+002, 0.0000000E+000, 1.2067405E+003, 1.1577925E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5104213E+004
 1.0291368E+002, 2.2037229E+003,-7.9915522E+002, 1.3201532E+000,-6.6864735E+002,-1.4652024E-001, 3.0248720E+002, 0.0000000E+000, 1.0405017E+003, 1.0395812E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5165656E+004
 1.0325696E+002, 2.1681593E+003,-7.8864705E+002, 1.3144701E+000,-6.7035834E+002,-1.4600773E-001, 2.9020994E+002, 0.0000000E+000, 1.0114531E+003, 1.0005323E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5245583E+004
 1.0353667E+002, 2.2030651E+003,-8.2137122E+002, 1.3047932E+000,-6.7486767E+002,-1.4375583E-001, 2.8544630E+002, 0.0000000E+000, 9.8039565E+002, 9.9343356E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5308658E+004
 1.0381638E+002, 2.3395484E+003,-8.6088901E+002, 1.2891727E+000,-6.8060540E+002,-1.4241892E-001, 3.1659135E+002, 0.0000000E+000, 1.0878733E+003, 1.1157921E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5378234E+004
 1.0414080E+002, 2.5089265E+003,-9.9372161E+002, 1.2612576E+000,-6.8760312E+002,-1.4077026E-001, 3.2569960E+002, 0.0000000E+000, 1.1621312E+003, 1.1544218E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5462844E+004
 1.0444840E+002, 2.4073103E+003,-9.9719068E+002, 1.2924525E+000,-6.9077986E+002,-1.4063780E-001, 2.8839778E+002, 0.0000000E+000, 1.0377372E+003, 1.0088893E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5534855E+004
 1.0475600E+002, 2.2873006E+003,-9.2136242E+002, 1.3075501E+000,-6.8942080E+002,-1.4072308E-001, 2.6941824E+002, 0.0000000E+000, 9.4580561E+002, 9.4710248E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5600911E+004
 1.0500209E+002, 2.2035102E+003,-8.7914514E+002, 1.3057211E+000,-6.8830936E+002,-1.4421616E-001, 2.6076368E+002, 0.0000000E+000, 9.1560032E+002, 8.9798090E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5652706E+004
 1.0531585E+002, 2.1295433E+003,-8.4780731E+002, 1.3248277E+000,-6.8933849E+002,-1.4564972E-001, 2.3960213E+002, 0.0000000E+000, 8.2521760E+002, 8.3317884E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5712229E+004
 1.0564395E+002, 2.2435393E+003,-8.6061717E+002, 1.3222576E+000,-6.9271216E+002,-1.4622868E-001, 2.7803668E+002, 0.0000000E+000, 9.4339804E+002, 9.6942272E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5783473E+004
 1.0593100E+002, 2.3917434E+003,-9.1236330E+002, 1.2942801E+000,-6.9546136E+002,-1.4592551E-001, 3.1786023E+002, 0.0000000E+000, 1.0965445E+003, 1.1029273E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5856082E+004
 1.0622379E+002, 2.4276698E+003,-9.1784901E+002, 1.2845536E+000,-6.9799550E+002,-1.4580624E-001, 3.2450581E+002, 0.0000000E+000, 1.1301344E+003, 1.1374698E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.5931683E+004
 1.0650865E+002, 2.4024599E+003,-9.1823749E+002, 1.2934725E+000,-7.0012589E+002,-1.4520954E-001, 3.1632887E+002, 0.0000000E+000, 1.1104492E+003, 1.1015736E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6003916E+004
 1.0680796E+002, 2.2674945E+003,-8.8187360E+002, 1.3001069E+000,-7.0200571E+002,-1.4535398E-001, 2.8276673E+002, 0.0000000E+000, 9.9378198E+002, 9.6753667E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6072460E+004
 1.0714452E+002, 2.1137439E+003,-8.2787633E+002, 1.2989248E+000,-7.0029372E+002,-1.4781706E-001, 2.4314798E+002, 0.0000000E+000, 8.3929452E+002, 8.2987288E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6138343E+004
 1.0743961E+002, 2.1651525E+003,-8.5279452E+002, 1.3076063E+000,-6.9805545E+002,-1.4803821E-001, 2.4608744E+002, 0.0000000E+000, 8.4338304E+002, 8.6154958E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6195656E+004
 1.0773471E+002, 2.2490554E+003,-8.8021322E+002, 1.2971647E+000,-7.0074455E+002,-1.4608956E-001, 2.6864706E+002, 0.0000000E+000, 9.2746399E+002, 9.3789573E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6258409E+004
 1.0802981E+002, 2.3059163E+003,-8.8263487E+002, 1.2753822E+000,-7.0657600E+002,-1.4437261E-001, 2.8578005E+002, 0.0000000E+000, 9.8552513E+002, 1.0036165E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6324863E+004
 1.0835842E+002, 2.3771772E+003,-9.5953334E+002, 1.2615698E+000,-7.1150530E+002,-1.4304782E-001, 2.8395663E+002, 0.0000000E+000, 1.0134253E+003, 9.9121372E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6400291E+004
 1.0862132E+002, 2.3765629E+003,-9.7148872E+002, 1.2777273E+000,-7.1253584E+002,-1.4150578E-001, 2.7211140E+002, 0.0000000E+000, 9.5927884E+002, 9.6578600E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6457096E+004
 1.0894994E+002, 2.4030609E+003,-1.0035298E+003, 1.2883156E+000,-7.1371765E+002,-1.4059383E-001, 2.7050845E+002, 0.0000000E+000, 9.4793351E+002, 9.5746961E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6527486E+004
 1.0921282E+002, 2.3607268E+003,-9.7776103E+002, 1.3119455E+000,-7.1460879E+002,-1.4488543E-001, 2.7377518E+002, 0.0000000E+000, 9.7053345E+002, 9.4329917E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6585669E+004
 1.0954144E+002, 2.3016438E+003,-9.2661380E+002, 1.3225934E+000,-7.1317946E+002,-1.4487492E-001, 2.7259029E+002, 0.0000000E+000, 9.2378499E+002, 9.3561850E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6656082E+004
 1.0980434E+002, 2.2505308E+003,-8.3889751E+002, 1.3126980E+000,-7.1091615E+002,-1.4477915E-001, 2.9358460E+002, 0.0000000E+000, 1.0089892E+003, 9.9546963E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6717797E+004
 1.1010498E+002, 2.3087571E+003,-8.8804810E+002, 1.2929851E+000,-7.0962144E+002,-1.4662896E-001, 2.9619245E+002, 0.0000000E+000, 9.9904612E+002, 1.0084264E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6788296E+004
 1.1045737E+002, 2.3512562E+003,-9.1323584E+002, 1.2651835E+000,-7.0823727E+002,-1.4315481E-001, 2.9891538E+002, 0.0000000E+000, 1.0321855E+003, 1.0298205E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6872536E+004
 1.1075103E+002, 2.2806922E+003,-8.6018841E+002, 1.2795042E+000,-7.0959252E+002,-1.4500484E-001, 2.9143702E+002, 0.0000000E+000, 1.0092867E+003, 1.0034827E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.6941017E+004
 1.1104469E+002, 2.1897191E+003,-8.5616167E+002, 1.2976127E+000,-7.0942533E+002,-1.4507528E-001, 2.6058647E+002, 0.0000000E+000, 9.1490562E+002, 8.8587113E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7003153E+004
 1.1134421E+002, 2.1606696E+003,-9.0917970E+002, 1.3083759E+000,-7.0738686E+002,-1.4647517E-001, 2.1989761E+002, 0.0000000E+000, 7.5542904E+002, 7.6516257E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7055397E+004
 1.1161555E+002, 2.2271545E+003,-9.2912282E+002, 1.3035046E+000,-7.0860508E+002,-1.4659512E-001, 2.3978141E+002, 0.0000000E+000, 8.4800176E+002, 8.3036490E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7107896E+004
 1.1197087E+002, 2.2423183E+003,-9.1600417E+002, 1.2863708E+000,-7.1309298E+002,-1.4370827E-001, 2.4197089E+002, 0.0000000E+000, 8.4012109E+002, 8.5633472E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7175672E+004
 1.1223607E+002, 2.3082813E+003,-9.5092177E+002, 1.2888295E+000,-7.1916029E+002,-1.4173372E-001, 2.5563077E+002, 0.0000000E+000, 8.8516755E+002, 8.9497712E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7229163E+004
 1.1251718E+002, 2.3469088E+003,-9.3934342E+002, 1.2809877E+000,-7.2160980E+002,-1.4175595E-001, 2.7991572E+002, 0.0000000E+000, 9.7113245E+002, 9.6701055E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7292097E+004
 1.1282034E+002, 2.3256465E+003,-9.4736452E+002, 1.2785183E+000,-7.2177564E+002,-1.4156526E-001, 2.6358781E+002, 0.0000000E+000, 9.0783162E+002, 9.2123107E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7355448E+004
 1.1314774E+002, 2.2403768E+003,-9.2087743E+002, 1.2890108E+000,-7.2312927E+002,-1.4265331E-001, 2.4589646E+002, 0.0000000E+000, 8.6336347E+002, 8.4341292E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7420482E+004
 1.1341452E+002, 2.2589964E+003,-9.2794136E+002, 1.2921044E+000,-7.2571135E+002,-1.4227096E-001, 2.4345522E+002, 0.0000000E+000, 8.4542945E+002, 8.4994873E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7472121E+004
 1.1376134E+002, 2.3210421E+003,-9.5629279E+002, 1.2854595E+000,-7.2866417E+002,-1.4125523E-001, 2.5375723E+002, 0.0000000E+000, 8.8493539E+002, 8.9098658E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7541892E+004
 1.1405479E+002, 2.3689608E+003,-9.7191050E+002, 1.2999818E+000,-7.3127515E+002,-1.4457458E-001, 2.7093505E+002, 0.0000000E+000, 9.4126640E+002, 9.3786563E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7605243E+004
 1.1432822E+002, 2.3289423E+003,-9.1823406E+002, 1.2974280E+000,-7.3238378E+002,-1.4561942E-001, 2.7474732E+002, 0.0000000E+000, 9.4853846E+002, 9.5422357E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7664901E+004
 1.1464500E+002, 2.3016437E+003,-9.2903925E+002, 1.2781549E+000,-7.3313657E+002,-1.4371375E-001, 2.5784541E+002, 0.0000000E+000, 9.0201566E+002, 8.9844771E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7730290E+004
 1.1492375E+002, 2.2801855E+003,-9.4248347E+002, 1.2753768E+000,-7.3514952E+002,-1.4310423E-001, 2.4444083E+002, 0.0000000E+000, 8.5930430E+002, 8.4812565E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7785055E+004
 1.1520251E+002, 2.2435497E+003,-9.3084227E+002, 1.2756859E+000,-7.3758882E+002,-1.4161987E-001, 2.3348755E+002, 0.0000000E+000, 8.1419416E+002, 8.0974020E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7837159E+004
 1.1555096E+002, 2.2099124E+003,-9.3542339E+002, 1.2878934E+000,-7.3941821E+002,-1.4176835E-001, 2.1803079E+002, 0.0000000E+000, 7.6763723E+002, 7.5424771E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7898367E+004
 1.1582972E+002, 2.2293611E+003,-9.6513043E+002, 1.3005354E+000,-7.4065233E+002,-1.4376072E-001, 2.0874917E+002, 0.0000000E+000, 7.2748076E+002, 7.3348426E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7944556E+004
 1.1610847E+002, 2.2738380E+003,-9.7165949E+002, 1.3025382E+000,-7.4288637E+002,-1.4467841E-001, 2.1967395E+002, 0.0000000E+000, 7.6487332E+002, 7.8012396E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.7992882E+004
 1.1644241E+002, 2.3078385E+003,-9.5643665E+002, 1.2967818E+000,-7.4589983E+002,-1.4253679E-001, 2.4131982E+002, 0.0000000E+000, 8.3709208E+002, 8.4797611E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8056526E+004
 1.1675457E+002, 2.3517976E+003,-9.5375792E+002, 1.3004849E+000,-7.4964659E+002,-1.4456553E-001, 2.6292289E+002, 0.0000000E+000, 9.1203293E+002, 9.1247188E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8121700E+004
 1.1700430E+002, 2.3571581E+003,-9.7351924E+002, 1.2925463E+000,-7.5326802E+002,-1.4503591E-001, 2.5981683E+002, 0.0000000E+000, 8.9773671E+002, 8.9133517E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8173621E+004
 1.1731647E+002, 2.3366069E+003,-9.5659941E+002, 1.2846172E+000,-7.5531515E+002,-1.4479109E-001, 2.5472285E+002, 0.0000000E+000, 8.8116470E+002, 8.8055502E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8237140E+004
 1.1762863E+002, 2.3567571E+003,-9.6265867E+002, 1.2800676E+000,-7.5783849E+002,-1.4195927E-001, 2.5560800E+002, 0.0000000E+000, 8.9075804E+002, 8.9300606E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8300762E+004
 1.1794080E+002, 2.3779414E+003,-9.9134723E+002, 1.2725848E+000,-7.6248369E+002,-1.3814153E-001, 2.4869735E+002, 0.0000000E+000, 8.7800627E+002, 8.7394233E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8362900E+004
 1.1821550E+002, 2.3534579E+003,-1.0011869E+003, 1.2785489E+000,-7.6721134E+002,-1.3824640E-001, 2.3413768E+002, 0.0000000E+000, 8.2910736E+002, 8.2033760E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8414639E+004
 1.1855888E+002, 2.2746374E+003,-9.8891665E+002, 1.2869303E+000,-7.6991933E+002,-1.4084880E-001, 2.0903244E+002, 0.0000000E+000, 7.3650548E+002, 7.2597991E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8472485E+004
 1.1883358E+002, 2.2268146E+003,-9.4312769E+002, 1.2942888E+000,-7.7005246E+002,-1.4294753E-001, 2.0670611E+002, 0.0000000E+000, 7.1255754E+002, 7.2149194E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8517471E+004
 1.1910828E+002, 2.2250962E+003,-9.3969971E+002, 1.2997244E+000,-7.7116482E+002,-1.4420118E-001, 2.0738309E+002, 0.0000000E+000, 7.2574775E+002, 7.2277027E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8562969E+004
 1.1945167E+002, 2.2268889E+003,-9.4227166E+002, 1.2904118E+000,-7.7322419E+002,-1.4114485E-001, 2.0819570E+002, 0.0000000E+000, 7.2575063E+002, 7.2073800E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8620054E+004
 1.1972637E+002, 2.2354380E+003,-9.3727496E+002, 1.3019704E+000,-7.7479098E+002,-1.4214890E-001, 2.1145451E+002, 0.0000000E+000, 7.2172237E+002, 7.3598644E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8665911E+004
 1.2000108E+002, 2.2556544E+003,-9.6562968E+002, 1.2870946E+000,-7.7498144E+002,-1.4133972E-001, 2.1209394E+002, 0.0000000E+000, 7.3307438E+002, 7.2828292E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8712522E+004
 1.2034445E+002, 2.4387844E+003,-9.9088753E+002, 1.2810367E+000,-7.7463468E+002,-1.3232892E-001, 2.5558119E+002, 0.0000000E+000, 8.5666212E+002, 9.2999212E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8779273E+004
 1.2061916E+002, 2.5242496E+003,-1.0522452E+003, 1.3094248E+000,-7.7743237E+002,-1.4114348E-001, 2.7894749E+002, 0.0000000E+000, 9.9067602E+002, 9.7468785E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8840978E+004
 1.2096254E+002, 2.3800148E+003,-1.0169965E+003, 1.3087351E+000,-7.8261105E+002,-1.4239298E-001, 2.5036728E+002, 0.0000000E+000, 9.1468766E+002, 8.3194085E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8913025E+004
 1.2123724E+002, 2.2224775E+003,-9.3742096E+002, 1.3304846E+000,-7.8815973E+002,-1.4316399E-001, 2.0383572E+002, 0.0000000E+000, 6.9511479E+002, 7.0191988E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.8957090E+004
 1.2154151E+002, 2.2726346E+003,-9.5405980E+002, 1.3081806E+000,-7.8895984E+002,-1.4007646E-001, 2.1568805E+002, 0.0000000E+000, 7.4073257E+002, 7.4647110E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9008911E+004
 1.2183600E+002, 2.3463321E+003,-1.0219692E+003, 1.2845521E+000,-7.8276381E+002,-1.4240275E-001, 2.1970019E+002, 0.0000000E+000, 7.6111808E+002, 7.6244148E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9060544E+004
 1.2213049E+002, 2.3703045E+003,-1.0096179E+003, 1.2889128E+000,-7.7598523E+002,-1.4411360E-001, 2.3246007E+002, 0.0000000E+000, 7.9617662E+002, 8.1830625E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9114495E+004
 1.2244855E+002, 2.3913352E+003,-9.7330522E+002, 1.2928271E+000,-7.7244451E+002,-1.4625440E-001, 2.5826482E+002, 0.0000000E+000, 8.9633052E+002, 9.0499690E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9179712E+004
 1.2270770E+002, 2.2805396E+003,-9.1791545E+002, 1.2915574E+000,-7.7271392E+002,-1.4617162E-001, 2.4546760E+002, 0.0000000E+000, 8.4751429E+002, 8.3652321E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9230842E+004
 1.2303164E+002, 2.2639309E+003,-9.1219844E+002, 1.2970673E+000,-7.7538791E+002,-1.4429478E-001, 2.3481492E+002, 0.0000000E+000, 8.1000571E+002, 8.1231226E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9291674E+004
 1.2332541E+002, 2.3385293E+003,-9.8081099E+002, 1.2907779E+000,-7.7982838E+002,-1.4196843E-001, 2.3120731E+002, 0.0000000E+000, 8.1035323E+002, 8.1024605E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9345929E+004
 1.2365380E+002, 2.3488408E+003,-1.0171905E+003, 1.2848156E+000,-7.8539849E+002,-1.4092951E-001, 2.1768526E+002, 0.0000000E+000, 7.7216186E+002, 7.6508097E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9403353E+004
 1.2395483E+002, 2.2380221E+003,-9.9222000E+002, 1.2993520E+000,-7.9251256E+002,-1.4283074E-001, 1.8191001E+002, 0.0000000E+000, 6.5769804E+002, 6.3635610E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9447827E+004
 1.2421051E+002, 2.2794841E+003,-1.0248177E+003, 1.3081067E+000,-7.9826105E+002,-1.4237123E-001, 1.8156862E+002, 0.0000000E+000, 6.3821644E+002, 6.3913965E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 2.9484778E+004
