s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 2.3344876E+002, 2.4099046E+003,-1.3290499E+003, 1.2825872E+000,-1.0441146E+003,-1.3816663E-001, 2.8315159E+001, 0.0000000E+000, 9.9672039E+001, 6.6199679E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7187994E+004
 2.3373154E+002, 2.2746047E+003,-1.2515653E+003, 1.2776358E+000,-1.0436892E+003,-1.4216133E-001, 6.9701380E+000, 0.0000000E+000,-1.0295123E+001,-1.2544201E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7189664E+004
 2.3402563E+002, 2.2602053E+003,-1.2164432E+003, 1.2752816E+000,-1.0406732E+003,-1.4512528E-001, 1.2780591E+001, 0.0000000E+000, 2.1594940E+001, 1.6999658E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7192914E+004
 2.3433670E+002, 2.2805101E+003,-1.2374692E+003, 1.2763572E+000,-1.0352762E+003,-1.4386655E-001, 1.3080854E+001, 0.0000000E+000, 1.0907510E+001, 2.1978097E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7195631E+004
 2.3464777E+002, 2.2464213E+003,-1.2188329E+003, 1.2543097E+000,-1.0286836E+003,-1.4260756E-001, 8.8924775E+000, 0.0000000E+000, 1.6630022E+001, 8.9090051E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7198401E+004
 2.3491527E+002, 2.2585701E+003,-1.2221240E+003, 1.2528276E+000,-1.0271624E+003,-1.3967778E-001, 5.3598386E+000, 0.0000000E+000, 1.0254073E+001, 1.5756768E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7199427E+004
 2.3525745E+002, 2.3162511E+003,-1.2564277E+003, 1.2532851E+000,-1.0286788E+003,-1.3560679E-001, 1.6162944E+001, 0.0000000E+000, 4.9862661E+001, 4.8425226E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7203601E+004
 2.3553117E+002, 2.3207452E+003,-1.2756373E+003, 1.2695933E+000,-1.0281883E+003,-1.3688396E-001, 2.0451744E+001, 0.0000000E+000, 4.1756961E+001, 3.8504175E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7207911E+004
 2.3585756E+002, 2.3199952E+003,-1.2621485E+003, 1.2845827E+000,-1.0257857E+003,-1.4113427E-001, 2.3195312E+001, 0.0000000E+000, 6.0525247E+001, 5.6399800E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7214057E+004
 2.3612917E+002, 2.3354580E+003,-1.2659836E+003, 1.2810736E+000,-1.0254202E+003,-1.4269641E-001, 2.3931499E+001, 0.0000000E+000, 6.0397174E+001, 6.9124064E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7218915E+004
 2.3640079E+002, 2.3262190E+003,-1.2696005E+003, 1.2721606E+000,-1.0236260E+003,-1.4197352E-001, 2.5799626E+001, 0.0000000E+000, 6.6849033E+001, 5.9922288E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7224778E+004
 2.3674301E+002, 2.2862633E+003,-1.2499918E+003, 1.2672427E+000,-1.0198385E+003,-1.4164145E-001, 1.7021655E+001, 0.0000000E+000, 3.0579767E+001, 3.4580279E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7229361E+004
 2.3704179E+002, 2.3378148E+003,-1.2739314E+003, 1.2728645E+000,-1.0151906E+003,-1.4433205E-001, 2.3992711E+001, 0.0000000E+000, 7.5601463E+001, 7.3814065E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7235290E+004
 2.3730472E+002, 2.2523080E+003,-1.2619405E+003, 1.2692053E+000,-1.0123866E+003,-1.4436396E-001,-2.6199694E+000, 0.0000000E+000,-1.5829166E+001,-2.3514204E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7235097E+004
 2.3763336E+002, 2.2272272E+003,-1.2148712E+003, 1.2795882E+000,-1.0133572E+003,-1.4369987E-001, 5.3795415E+000, 0.0000000E+000,-6.3333598E-001, 5.5142195E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7236148E+004
 2.3796202E+002, 2.2810571E+003,-1.1996933E+003, 1.2883426E+000,-1.0187152E+003,-1.4249643E-001, 2.9964785E+001, 0.0000000E+000, 9.6406271E+001, 9.3759309E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7243733E+004
 2.3822495E+002, 2.3214654E+003,-1.2418856E+003, 1.2899449E+000,-1.0238072E+003,-1.4337792E-001, 2.9557869E+001, 0.0000000E+000, 7.2039158E+001, 8.6477089E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7249156E+004
 2.3855359E+002, 2.2769741E+003,-1.2553017E+003, 1.2668996E+000,-1.0242909E+003,-1.4467106E-001, 1.5774506E+001, 0.0000000E+000, 4.8409827E+001, 1.4278230E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7254909E+004
 2.3881651E+002, 2.1777235E+003,-1.2277362E+003, 1.2634360E+000,-1.0218673E+003,-1.4268135E-001,-2.0316719E+001, 0.0000000E+000,-9.3904139E+001,-9.1075983E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7250824E+004
 2.3914517E+002, 2.2856101E+003,-1.2316815E+003, 1.2765498E+000,-1.0202818E+003,-1.4290815E-001, 9.4964763E+000, 0.0000000E+000,-3.2662140E+000, 4.4277010E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7251455E+004
 2.3940808E+002, 2.4135530E+003,-1.2944240E+003, 1.2688906E+000,-1.0209672E+003,-1.4449269E-001, 4.5233964E+001, 0.0000000E+000, 1.6307225E+002, 1.4452016E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7261388E+004
 2.3973479E+002, 2.3883453E+003,-1.2527087E+003, 1.2723808E+000,-1.0227042E+003,-1.4434149E-001, 5.1463752E+001, 0.0000000E+000, 1.6536239E+002, 1.6552426E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7274489E+004
 2.4004922E+002, 2.3614817E+003,-1.2642480E+003, 1.2632525E+000,-1.0244398E+003,-1.4057440E-001, 3.4324512E+001, 0.0000000E+000, 1.1767539E+002, 1.0824102E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7283550E+004
 2.4031335E+002, 2.3494754E+003,-1.2633648E+003, 1.2691353E+000,-1.0282822E+003,-1.3358800E-001, 2.7308458E+001, 0.0000000E+000, 9.3593710E+001, 8.6272478E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7289362E+004
 2.4060120E+002, 2.2799382E+003,-1.2472025E+003, 1.2999298E+000,-1.0301307E+003,-1.4238540E-001, 1.5022952E+001, 0.0000000E+000, 4.9298299E+001, 1.8785490E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7293822E+004
 2.4091780E+002, 2.2046737E+003,-1.2531802E+003, 1.3025803E+000,-1.0248847E+003,-1.4301098E-001,-1.4073169E+001, 0.0000000E+000,-8.2609882E+001,-8.6304816E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7290146E+004
 2.4123442E+002, 2.2367567E+003,-1.2269257E+003, 1.2912375E+000,-1.0189583E+003,-1.4405194E-001, 4.3875336E+000, 0.0000000E+000,-2.3423835E+001,-3.5926686E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7290325E+004
 2.4155104E+002, 2.3080487E+003,-1.2533793E+003, 1.2761091E+000,-1.0174740E+003,-1.4399223E-001, 2.3586597E+001, 0.0000000E+000, 7.5159034E+001, 6.1914087E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7296487E+004
 2.4180434E+002, 2.3411108E+003,-1.2624434E+003, 1.2553103E+000,-1.0163406E+003,-1.4133553E-001, 2.8432197E+001, 0.0000000E+000, 7.9251893E+001, 9.1873069E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7301811E+004
 2.4212096E+002, 2.3473009E+003,-1.2717639E+003, 1.2626397E+000,-1.0152713E+003,-1.4145376E-001, 2.9758182E+001, 0.0000000E+000, 9.7325798E+001, 9.1145077E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7309524E+004
 2.4244391E+002, 2.2915034E+003,-1.2804241E+003, 1.2839576E+000,-1.0125080E+003,-1.4156719E-001, 7.6070553E+000, 0.0000000E+000, 2.6840399E+001, 7.3207212E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7312314E+004
 2.4272253E+002, 2.2895102E+003,-1.2644548E+003, 1.3001761E+000,-1.0086208E+003,-1.4286401E-001, 1.0001289E+001, 0.0000000E+000, 1.1120591E+001, 2.7593182E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7314019E+004
 2.4300114E+002, 2.3232907E+003,-1.2597652E+003, 1.2848244E+000,-1.0057257E+003,-1.4250681E-001, 2.5232485E+001, 0.0000000E+000, 6.6062997E+001, 8.4174582E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7319004E+004
 2.4334943E+002, 2.3582643E+003,-1.2547485E+003, 1.2756396E+000,-1.0060893E+003,-1.4058725E-001, 4.1683485E+001, 0.0000000E+000, 1.3150632E+002, 1.4024509E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7330211E+004
 2.4362805E+002, 2.3538087E+003,-1.2418443E+003, 1.2761753E+000,-1.0105449E+003,-1.3918841E-001, 4.3586690E+001, 0.0000000E+000, 1.4624805E+002, 1.4614308E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7340115E+004
 2.4394070E+002, 2.3553331E+003,-1.2663216E+003, 1.2809221E+000,-1.0163861E+003,-1.4080252E-001, 3.2138480E+001, 0.0000000E+000, 1.1964015E+002, 1.0590397E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7348863E+004
 2.4421043E+002, 2.2808857E+003,-1.2685347E+003, 1.3015760E+000,-1.0221210E+003,-1.4238626E-001, 3.3388263E+000, 0.0000000E+000, 6.6169961E+000,-5.2720798E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7349956E+004
 2.4454761E+002, 2.2313876E+003,-1.2603294E+003, 1.3144496E+000,-1.0262737E+003,-1.4263051E-001,-1.1721060E+001, 0.0000000E+000,-4.5926151E+001,-6.5764741E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7347143E+004
 2.4485576E+002, 2.2466651E+003,-1.2695122E+003, 1.3014003E+000,-1.0282052E+003,-1.4114627E-001,-1.1511454E+001, 0.0000000E+000,-6.2686480E+001,-6.1403539E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7343983E+004
 2.4516267E+002, 2.2499596E+003,-1.2396264E+003, 1.2894541E+000,-1.0296091E+003,-1.4038520E-001, 2.2781436E+000, 0.0000000E+000,-9.8619912E+000,-1.5848687E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7344729E+004
 2.4542746E+002, 2.2355539E+003,-1.2136897E+003, 1.2814187E+000,-1.0319118E+003,-1.4000239E-001, 3.5812569E+000, 0.0000000E+000,-1.5390936E+001,-5.3249227E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7345119E+004
 2.4575845E+002, 2.2709327E+003,-1.2319161E+003, 1.2752322E+000,-1.0327448E+003,-1.3740308E-001, 1.2612557E+001, 0.0000000E+000, 1.7321885E+001, 2.0022200E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7348236E+004
 2.4602324E+002, 2.2632985E+003,-1.2613547E+003, 1.2837658E+000,-1.0312516E+003,-1.3840022E-001, 1.3490951E+000, 0.0000000E+000,-1.4533791E+001,-2.6813284E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7349014E+004
 2.4636084E+002, 2.2310697E+003,-1.2406398E+003, 1.2864518E+000,-1.0281344E+003,-1.3949444E-001,-7.1329854E+000, 0.0000000E+000,-3.8691077E+001,-4.3690468E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7347451E+004
 2.4665211E+002, 2.2807022E+003,-1.2624057E+003, 1.2852388E+000,-1.0250641E+003,-1.4001074E-001,-2.2607097E+000, 0.0000000E+000,-2.8065942E+001,-7.8830423E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7346188E+004
 2.4694337E+002, 2.3369671E+003,-1.2955397E+003, 1.2915360E+000,-1.0238455E+003,-1.4066979E-001, 1.1735052E+001, 0.0000000E+000, 3.1884788E+001, 3.0467822E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7348926E+004
 2.4720729E+002, 2.3418357E+003,-1.2952107E+003, 1.2967107E+000,-1.0238900E+003,-1.4150718E-001, 1.3563750E+001, 0.0000000E+000, 3.0733715E+001, 3.7454031E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7351446E+004
 2.4752577E+002, 2.3194399E+003,-1.2466403E+003, 1.3065832E+000,-1.0241618E+003,-1.4261021E-001, 2.8962058E+001, 0.0000000E+000, 7.7993588E+001, 7.8763800E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7358517E+004
 2.4784425E+002, 2.2658598E+003,-1.2133665E+003, 1.3015385E+000,-1.0255861E+003,-1.4282503E-001, 2.4944558E+001, 0.0000000E+000, 6.6755734E+001, 5.3010533E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7365284E+004
 2.4816275E+002, 2.2283995E+003,-1.2158839E+003, 1.2998659E+000,-1.0260397E+003,-1.4263926E-001, 6.1094795E+000, 0.0000000E+000,-3.4061515E+000,-6.2573110E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7366982E+004
 2.4841754E+002, 2.2814477E+003,-1.2399367E+003, 1.2964096E+000,-1.0247149E+003,-1.4212811E-001, 1.3610853E+001, 0.0000000E+000, 2.2759747E+001, 3.1561285E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7369574E+004
 2.4876151E+002, 2.2606665E+003,-1.2630626E+003, 1.2963483E+000,-1.0220600E+003,-1.4231943E-001,-1.4717788E-001, 0.0000000E+000,-1.5037519E+001,-2.3449265E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7370148E+004
 2.4905579E+002, 2.2142957E+003,-1.2208689E+003, 1.3010393E+000,-1.0194564E+003,-1.4370906E-001,-6.1904886E+000, 0.0000000E+000,-4.8704250E+001,-3.1062820E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7368264E+004
 2.4936407E+002, 2.2900708E+003,-1.2555440E+003, 1.2966325E+000,-1.0197647E+003,-1.4463202E-001, 8.6553907E+000, 0.0000000E+000, 2.2311704E+001, 2.4569487E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7370297E+004
 2.4964763E+002, 2.3236110E+003,-1.2542205E+003, 1.2926000E+000,-1.0224687E+003,-1.4434719E-001, 2.1324773E+001, 0.0000000E+000, 6.0989612E+001, 6.9394851E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7374718E+004
 2.4991447E+002, 2.2834297E+003,-1.2507976E+003, 1.2946049E+000,-1.0257465E+003,-1.4360341E-001, 1.2234936E+001, 0.0000000E+000, 2.9607173E+001, 2.0271623E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7377645E+004
 2.5021634E+002, 2.2274047E+003,-1.2293737E+003, 1.2979516E+000,-1.0290990E+003,-1.4247980E-001,-2.7332687E+000, 0.0000000E+000,-1.8085356E+001,-3.2645911E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7377457E+004
 2.5051820E+002, 2.2676857E+003,-1.2753227E+003, 1.3002063E+000,-1.0315891E+003,-1.4164598E-001,-1.0581011E+001, 0.0000000E+000,-4.7862958E+001,-4.8648531E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7374881E+004
 2.5082008E+002, 2.3418631E+003,-1.3111655E+003, 1.2957819E+000,-1.0328157E+003,-1.3960154E-001, 1.8178680E+000, 0.0000000E+000,-1.1174502E-001, 8.5596203E-001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7375262E+004
 2.5114006E+002, 2.3002428E+003,-1.3013531E+003, 1.2863507E+000,-1.0340138E+003,-1.3826501E-001,-1.1307550E+001, 0.0000000E+000,-4.8623497E+001,-4.5283644E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7372273E+004
 2.5140570E+002, 2.3100473E+003,-1.2738143E+003, 1.2922821E+000,-1.0339538E+003,-1.3801325E-001, 7.1697718E+000, 0.0000000E+000, 4.1958209E+000, 1.0603205E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7373441E+004
 2.5173776E+002, 2.3080423E+003,-1.2602961E+003, 1.2911331E+000,-1.0318067E+003,-1.4126666E-001, 1.2932695E+001, 0.0000000E+000, 2.7208794E+001, 3.0022179E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7376818E+004
 2.5200340E+002, 2.3206295E+003,-1.2554457E+003, 1.2879278E+000,-1.0290654E+003,-1.4398289E-001, 2.0393559E+001, 0.0000000E+000, 5.2043674E+001, 5.7655911E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7380921E+004
 2.5233546E+002, 2.3052713E+003,-1.2553045E+003, 1.2823975E+000,-1.0251571E+003,-1.4500027E-001, 1.5232765E+001, 0.0000000E+000, 4.0739667E+001, 4.1179864E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7384950E+004
 2.5260110E+002, 2.3629760E+003,-1.2814631E+003, 1.2830188E+000,-1.0239828E+003,-1.4450353E-001, 2.6252450E+001, 0.0000000E+000, 8.2947077E+001, 8.4921052E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7390210E+004
 2.5293317E+002, 2.3477891E+003,-1.2544012E+003, 1.2994301E+000,-1.0256218E+003,-1.4547538E-001, 3.6149132E+001, 0.0000000E+000, 1.0637920E+002, 1.0506920E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7399683E+004
 2.5326521E+002, 2.2621072E+003,-1.2227716E+003, 1.2952148E+000,-1.0262956E+003,-1.4548789E-001, 1.7622417E+001, 0.0000000E+000, 5.0560217E+001, 3.1812097E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7405373E+004
 2.5353087E+002, 2.2328924E+003,-1.2540584E+003, 1.2938602E+000,-1.0240432E+003,-1.4517979E-001,-1.2603976E+001, 0.0000000E+000,-5.4368846E+001,-5.6664530E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7403117E+004
 2.5386292E+002, 2.2253756E+003,-1.2653992E+003, 1.2922842E+000,-1.0204567E+003,-1.4462443E-001,-2.0906792E+001, 0.0000000E+000,-8.3024319E+001,-8.0239359E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7397530E+004
 2.5412857E+002, 2.2542051E+003,-1.2354292E+003, 1.2844287E+000,-1.0190111E+003,-1.4311297E-001, 3.6164491E+000, 0.0000000E+000,-1.6583249E+001, 4.5225836E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7397491E+004
 2.5446062E+002, 2.3269904E+003,-1.2486755E+003, 1.2696015E+000,-1.0216800E+003,-1.4041387E-001, 2.5617860E+001, 0.0000000E+000, 7.2155615E+001, 8.3381883E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7403808E+004
 2.5472627E+002, 2.3404358E+003,-1.2481158E+003, 1.2744823E+000,-1.0281362E+003,-1.3994392E-001, 3.0867374E+001, 0.0000000E+000, 1.1099916E+002, 9.6185676E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7410709E+004
 2.5505832E+002, 2.3133047E+003,-1.2881094E+003, 1.2865552E+000,-1.0348920E+003,-1.3748821E-001, 7.9089439E+000, 0.0000000E+000, 1.9091601E+001,-6.3874302E-001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7413261E+004
 2.5532397E+002, 2.2752954E+003,-1.2852320E+003, 1.3015145E+000,-1.0353350E+003,-1.3988909E-001,-8.2856781E+000, 0.0000000E+000,-3.5706910E+001,-5.2395643E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7412092E+004
 2.5565602E+002, 2.2547522E+003,-1.2906801E+003, 1.2956039E+000,-1.0329192E+003,-1.4200962E-001,-2.2860459E+001, 0.0000000E+000,-9.3203307E+001,-9.0553969E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7405914E+004
 2.5592168E+002, 2.2604124E+003,-1.3017373E+003, 1.2899609E+000,-1.0303486E+003,-1.4250719E-001,-2.1717382E+001, 0.0000000E+000,-8.2927927E+001,-9.2243413E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7401278E+004
 2.5625372E+002, 2.2894676E+003,-1.2822832E+003, 1.2761831E+000,-1.0255570E+003,-1.4395301E-001, 1.1895435E+000, 0.0000000E+000,-1.9056653E+001,-1.6050778E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7401295E+004
 2.5651938E+002, 2.2779635E+003,-1.2543608E+003, 1.2787473E+000,-1.0226193E+003,-1.4498686E-001, 7.6551011E+000, 0.0000000E+000, 5.0460644E+000, 9.7722221E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7402762E+004
 2.5685144E+002, 2.3220517E+003,-1.2715450E+003, 1.2737030E+000,-1.0231255E+003,-1.4185394E-001, 1.5337787E+001, 0.0000000E+000, 3.8241833E+001, 4.3850747E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7406260E+004
 2.5714426E+002, 2.3595285E+003,-1.2688581E+003, 1.2872544E+000,-1.0255376E+003,-1.4048446E-001, 3.2597288E+001, 0.0000000E+000, 8.9401972E+001, 9.8876861E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7413206E+004
 2.5743707E+002, 2.4347292E+003,-1.2995761E+003, 1.2751245E+000,-1.0259538E+003,-1.3997068E-001, 4.5945549E+001, 0.0000000E+000, 1.4473138E+002, 1.5627997E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7423456E+004
 2.5772992E+002, 2.3691229E+003,-1.2968659E+003, 1.2905648E+000,-1.0214656E+003,-1.4425737E-001, 3.5132262E+001, 0.0000000E+000, 1.1083879E+002, 8.7069918E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7432668E+004
 2.5803445E+002, 2.3460818E+003,-1.2292371E+003, 1.2864617E+000,-1.0157546E+003,-1.4501488E-001, 4.3291210E+001, 0.0000000E+000, 1.1536680E+002, 1.4552278E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7442349E+004
 2.5835657E+002, 2.3571700E+003,-1.2442528E+003, 1.2753134E+000,-1.0123436E+003,-1.4439106E-001, 4.6883560E+001, 0.0000000E+000, 1.5859796E+002, 1.4858810E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7454893E+004
 2.5862714E+002, 2.3480656E+003,-1.2338962E+003, 1.2860463E+000,-1.0140659E+003,-1.4431508E-001, 4.8174092E+001, 0.0000000E+000, 1.4997382E+002, 1.4941933E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7465261E+004
 2.5895792E+002, 2.3182563E+003,-1.2368990E+003, 1.2841882E+000,-1.0183801E+003,-1.4395906E-001, 3.4771359E+001, 0.0000000E+000, 1.1695823E+002, 9.8888849E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7475290E+004
 2.5920996E+002, 2.2260131E+003,-1.2555259E+003, 1.2982608E+000,-1.0241166E+003,-1.4483519E-001,-1.1885372E+001, 0.0000000E+000,-2.6900785E+001,-6.4361421E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7474142E+004
 2.5952505E+002, 2.1701946E+003,-1.2570862E+003, 1.3131486E+000,-1.0301431E+003,-1.4383396E-001,-4.0083425E+001, 0.0000000E+000,-1.4912810E+002,-1.5594873E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7464076E+004
 2.5981989E+002, 2.2116281E+003,-1.2731718E+003, 1.3058176E+000,-1.0326751E+003,-1.4421076E-001,-2.8449089E+001, 0.0000000E+000,-1.1498887E+002,-1.2150629E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7457213E+004
 2.6010123E+002, 2.2300968E+003,-1.2755851E+003, 1.2777032E+000,-1.0303091E+003,-1.4285670E-001,-2.1651156E+001, 0.0000000E+000,-1.0934683E+002,-9.6313812E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7451902E+004
 2.6046753E+002, 2.2498616E+003,-1.2628662E+003, 1.2616388E+000,-1.0294537E+003,-1.3981089E-001,-1.2640030E+001, 0.0000000E+000,-5.8835266E+001,-5.3976549E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7448018E+004
 2.6073987E+002, 2.4480247E+003,-1.3348235E+003, 1.2611958E+000,-1.0360675E+003,-1.3713500E-001, 2.1634537E+001, 0.0000000E+000, 7.1456042E+001, 9.9892287E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7451439E+004
 2.6101221E+002, 2.5028024E+003,-1.4038600E+003, 1.2642756E+000,-1.0427277E+003,-1.3972734E-001, 3.1085651E+001, 0.0000000E+000, 1.2463197E+002, 8.8424887E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7459051E+004
 2.6133408E+002, 2.3478166E+003,-1.2972221E+003, 1.2835799E+000,-1.0419953E+003,-1.4062590E-001, 1.5714494E+001, 0.0000000E+000, 2.2969866E+001, 2.5456654E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7463088E+004
 2.6162817E+002, 2.2835756E+003,-1.2599423E+003, 1.2919013E+000,-1.0343637E+003,-1.4239324E-001, 1.0661019E+001, 0.0000000E+000, 1.3962553E+000, 1.0800975E+000, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7465601E+004
 2.6193399E+002, 2.3033766E+003,-1.2412125E+003, 1.2862758E+000,-1.0235411E+003,-1.4461955E-001, 2.6899282E+001, 0.0000000E+000, 4.7490543E+001, 6.6664061E+001, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7471451E+004
 2.6226270E+002, 2.4110546E+003,-1.2525808E+003, 1.2665088E+000,-1.0168784E+003,-1.4112458E-001, 6.0699334E+001, 0.0000000E+000, 1.8104532E+002, 2.0342018E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7486347E+004
 2.6251642E+002, 2.5031295E+003,-1.2911856E+003, 1.2542696E+000,-1.0174135E+003,-1.3831805E-001, 8.1179189E+001, 0.0000000E+000, 2.8491809E+002, 2.7682552E+002, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 3.7502826E+004
